epoch,step,train/loss,train/reward,val/reward
0,49,-202.93209838867188,-240.1666717529297,
0,83,,,-275.99700927734375
1,99,1463.96533203125,-259.66668701171875,
1,149,4527.5380859375,-254.5416717529297,
1,167,,,-273.0480041503906
2,199,2650.79833984375,-260.91668701171875,
2,249,5690.10302734375,-253.4166717529297,
2,251,,,-272.22100830078125
3,299,1713.5755615234375,-261.2083435058594,
3,335,,,-272.22100830078125
4,349,3450.114013671875,-256.66668701171875,
4,399,5798.2568359375,-254.9166717529297,
4,419,,,-272.22100830078125
5,449,3315.396240234375,-260.9583435058594,
5,499,3324.548828125,-252.9166717529297,
5,503,,,-272.22100830078125
6,549,4315.67236328125,-259.3333435058594,
6,587,,,-272.22100830078125
7,599,3846.01025390625,-253.4166717529297,
7,649,2516.423828125,-256.79168701171875,
7,671,,,-272.22100830078125
8,699,5415.0625,-251.4166717529297,
8,749,2898.406982421875,-253.625,
8,755,,,-272.22100830078125
9,799,4256.49755859375,-254.0,
9,839,,,-272.22100830078125
10,849,2843.25244140625,-255.33334350585938,
10,899,5265.171875,-248.70834350585938,
10,923,,,-272.22100830078125
11,949,5385.689453125,-253.58334350585938,
11,999,2425.83935546875,-261.66668701171875,
11,1007,,,-272.22100830078125
12,1049,4483.38134765625,-253.83334350585938,
12,1091,,,-272.22100830078125
13,1099,4389.45068359375,-250.2916717529297,
13,1149,4103.4619140625,-254.58334350585938,
13,1175,,,-272.22100830078125
14,1199,3845.431640625,-258.4583435058594,
14,1249,2669.820068359375,-260.2083435058594,
14,1259,,,-272.22100830078125
15,1299,1406.814453125,-255.0416717529297,
15,1343,,,-272.22100830078125
16,1349,2541.5302734375,-254.125,
16,1399,4369.7548828125,-254.25,
16,1427,,,-272.22100830078125
17,1449,4388.1201171875,-251.75,
17,1499,5358.150390625,-255.1666717529297,
17,1511,,,-272.22100830078125
18,1549,2514.10205078125,-255.25,
18,1595,,,-272.22100830078125
19,1599,2962.61279296875,-252.70834350585938,
19,1649,5431.33203125,-251.83334350585938,
19,1679,,,-272.22100830078125
20,1699,3950.218505859375,-256.875,
20,1749,3974.54833984375,-255.58334350585938,
20,1763,,,-272.22100830078125
21,1799,1550.7044677734375,-264.25,
21,1847,,,-272.22100830078125
22,1849,5444.162109375,-250.375,
22,1899,3176.7275390625,-256.125,
22,1931,,,-272.22100830078125
23,1949,3594.55810546875,-257.29168701171875,
23,1999,4309.349609375,-252.4166717529297,
23,2015,,,-272.22100830078125
24,2049,2252.83203125,-260.9583435058594,
24,2099,5349.65234375,-256.25,
24,2099,,,-272.22100830078125
25,2149,5565.775390625,-254.58334350585938,
25,2183,,,-272.22100830078125
26,2199,6774.1806640625,-245.2916717529297,
26,2249,5859.2421875,-255.6666717529297,
26,2267,,,-272.22100830078125
27,2299,3747.15966796875,-251.0,
27,2349,3215.02587890625,-252.6666717529297,
27,2351,,,-272.22100830078125
28,2399,2340.58544921875,-255.58334350585938,
28,2435,,,-272.22100830078125
29,2449,3675.95068359375,-256.0,
29,2499,3458.39013671875,-259.66668701171875,
